,merchant,category,amt,city,state,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud,trans_day,trans_month,trans_year,trans_hour,trans_minute,dob_year,age,distance_km
3348,332,2,53.3,44,2,40.7268,-124.2174,276,132,31,12438,41.534861,-124.493786,0,27,12,2020,0,5,1929,91,92.786
3349,454,12,8.41,32,11,46.5901,-117.1692,761,22,173,5996,46.723267,-116.821561,0,27,12,2020,0,7,1943,77,30.3844
3350,299,3,47.24,158,10,38.9999,-109.615,46,141,128,1830,39.275725,-108.836355,0,27,12,2020,0,7,1987,33,73.827
3351,609,3,50.99,97,6,39.7795,-93.3014,964,157,132,2886,40.191825,-94.126343,0,27,12,2020,0,10,1974,46,83.9152
3352,357,3,85.08,172,6,36.7651,-94.0492,760,118,185,3949,36.336532,-94.509184,0,27,12,2020,0,11,1985,35,62.9222
3353,498,2,43.09,99,3,39.3199,-106.6596,61,121,23,9015,38.784332,-105.717552,0,27,12,2020,0,12,1939,81,100.8146
3354,269,8,51.51,14,6,38.5319,-93.9221,467,5,153,4878,38.271267,-94.180402,0,27,12,2020,0,14,1950,70,36.6952
3355,285,2,32.69,15,7,41.1832,-96.9882,614,10,115,1476,40.678631,-96.08738,0,27,12,2020,0,16,1967,53,94.2045
3356,133,0,7.05,141,2,33.0067,-117.069,1241364,20,28,11193,32.881466,-116.943425,0,27,12,2020,0,17,1959,61,18.1997
3357,285,2,66.17,74,3,39.6171,-102.4776,207,103,24,13603,40.185168,-103.371834,0,27,12,2020,0,21,1955,65,99.0384
3358,209,11,190.67,168,7,40.8731,-96.1528,1517,38,43,7694,41.127149,-95.460928,0,27,12,2020,0,23,1951,69,64.5688
3359,327,8,3.3,134,12,43.0351,-108.2024,19408,87,56,13063,42.849698,-107.453607,0,27,12,2020,0,24,1993,27,64.3428
3360,365,2,44.6,158,10,38.9999,-109.615,46,141,128,4348,38.7527,-108.981659,0,27,12,2020,0,25,1987,33,61.33
3361,47,2,46.74,68,12,41.0539,-106.0763,100,120,80,189,40.107773,-106.064626,0,27,12,2020,0,32,1974,46,105.2091
3362,467,12,6.04,127,9,45.5303,-122.7033,841711,51,17,6108,46.113894,-123.195178,0,27,12,2020,0,32,1963,57,75.2584
3363,592,9,6.94,127,9,45.5303,-122.7033,841711,51,17,4389,46.003919,-121.845809,0,27,12,2020,0,37,1963,57,84.8371
3364,328,4,182.66,10,2,34.1248,-117.9031,59705,25,130,11243,34.414465,-118.870071,0,27,12,2020,0,38,1983,37,94.5132
3365,13,11,51.25,22,6,39.2048,-94.0259,464,30,163,6862,38.41175,-94.113223,0,27,12,2020,0,39,1959,61,88.5071
3366,622,2,60.48,31,3,38.8881,-104.6556,525713,98,45,13396,39.663504,-104.877439,0,27,12,2020,0,44,1992,28,88.3101
3367,183,2,53.64,55,8,32.9396,-105.8189,899,102,175,142,33.760948,-104.823279,0,27,12,2020,0,44,1967,53,129.9721
3368,321,2,59.45,165,2,40.0235,-120.7986,128,44,117,13102,39.170146,-121.74758,0,27,12,2020,0,44,1966,54,124.9587
3369,575,12,8.1,80,2,33.615,-117.7114,45303,129,127,8715,34.192726,-116.937502,0,27,12,2020,0,50,1969,51,96.0615
3370,310,12,5.28,27,9,45.671,-121.8686,1288,12,2,7399,46.088262,-122.668441,0,27,12,2020,0,52,1936,84,77.3706
3371,313,1,72.14,127,9,45.5303,-122.7033,841711,51,17,11226,44.569516,-122.099883,0,27,12,2020,0,54,1963,57,116.8778
3372,392,11,8.52,59,7,41.6964,-96.9858,1063,125,9,11948,42.304631,-97.371127,0,27,12,2020,0,56,1928,92,74.7524
3373,360,2,60.88,42,9,44.0385,-123.0614,191096,134,30,4711,44.471625,-122.556302,0,27,12,2020,0,56,1964,56,62.7511
3374,140,8,7.91,49,2,34.1556,-118.2322,172817,3,174,10159,35.020728,-118.146134,0,27,12,2020,0,58,1982,38,96.5199
3375,522,2,95.75,168,7,40.8731,-96.1528,1517,38,43,2919,39.935155,-95.414349,0,27,12,2020,1,0,1951,69,121.601
3376,434,8,6.69,21,11,48.4786,-122.3345,14871,119,50,3723,47.901919,-122.869408,0,27,12,2020,1,1,1974,46,75.3931
3377,25,4,129.21,105,6,40.1362,-95.2138,1631,7,110,7940,40.069216,-95.839938,0,27,12,2020,1,1,1953,67,53.7725
3378,494,4,154.47,144,9,44.9897,-122.6187,1252,56,29,13261,45.492018,-122.844591,0,27,12,2020,1,5,1937,83,58.5884
3379,252,12,5.76,25,2,40.507,-123.9743,1139,156,74,6066,40.497603,-123.638624,0,27,12,2020,1,6,1951,69,28.4007
3380,405,8,1.98,46,12,43.0172,-111.0292,471,45,10,4527,42.400932,-110.742808,0,27,12,2020,1,9,1967,53,72.4109
3381,594,11,9.44,48,9,43.7857,-124.1437,260,55,4,8613,43.36152,-123.644474,0,27,12,2020,1,14,1956,64,61.9847
3382,130,4,208.44,67,11,47.4974,-122.0107,50489,108,167,4222,47.676715,-121.828231,0,27,12,2020,1,17,1984,36,24.1833
3383,590,2,54.58,142,2,37.3304,-121.7913,973849,131,60,2680,38.049289,-122.731869,0,27,12,2020,1,18,1955,65,115.0619
3384,436,3,27.45,116,11,48.8878,-118.2105,149,139,119,8055,49.17877,-118.221919,0,27,12,2020,1,18,1978,42,32.3651
3385,673,9,44.08,40,3,39.7532,-105.6356,565,95,157,2456,39.250635,-106.163092,0,27,12,2020,1,20,1978,42,71.9104
3386,176,9,9.09,0,8,35.0561,-106.5506,641349,18,133,1551,34.268921,-107.410555,0,27,12,2020,1,20,1967,53,117.6745
3387,417,9,762.09,21,11,48.4786,-122.3345,14871,119,50,12979,48.777135,-122.201311,0,27,12,2020,1,21,1974,46,34.6087
3388,473,12,11.7,142,2,37.3304,-121.7913,973849,131,60,5094,38.204712,-121.108125,0,27,12,2020,1,21,1955,65,114.2692
3389,237,11,5.54,51,2,41.6125,-122.5258,589,143,122,5185,42.140632,-121.702807,0,27,12,2020,1,24,1945,75,89.9525
3390,464,3,49.58,54,2,36.4992,-120.0936,123,41,35,12998,36.511609,-120.378489,0,27,12,2020,1,30,1973,47,25.5003
3391,641,9,9.54,55,8,32.9396,-105.8189,899,102,175,9580,32.182229,-105.162776,0,27,12,2020,1,31,1967,53,104.2747
3392,452,9,2.17,31,3,38.8881,-104.6556,525713,98,45,568,39.48942,-105.043513,0,27,12,2020,1,34,1992,28,74.7557
3393,559,2,73.18,92,6,40.4931,-91.8912,519,158,63,12643,39.665299,-91.151055,0,27,12,2020,1,34,1966,54,111.5258
3394,83,9,88.6,153,2,33.7467,-117.1721,54287,39,125,2763,32.822709,-117.558289,0,27,12,2020,1,35,1972,48,108.8335
3395,62,9,175.17,124,1,33.5623,-112.0559,1312922,34,137,9476,33.970023,-113.027818,0,27,12,2020,1,35,1981,39,100.6323
3396,625,2,53.45,79,12,41.6423,-104.1974,635,117,68,10142,41.093933,-103.601161,0,27,12,2020,1,38,1973,47,78.6994
3397,301,8,1.31,103,11,47.4852,-120.4158,584,94,112,10480,47.584535,-119.821287,0,27,12,2020,1,38,1969,51,45.9778
3398,146,4,222.44,110,2,34.3795,-118.523,34882,69,143,3059,34.271926,-117.6799,0,27,12,2020,1,39,1971,49,78.3401
3399,474,2,56.2,126,2,38.046,-122.1866,198,9,180,9295,38.66721,-122.268609,0,27,12,2020,1,39,1959,61,69.4445
3400,533,4,78.84,172,6,36.7651,-94.0492,760,118,185,9839,36.722219,-94.285951,0,27,12,2020,1,42,1985,35,21.6273
3401,459,4,120.52,50,2,41.5403,-122.9366,308,15,116,1046,42.439738,-122.105571,0,27,12,2020,1,48,1958,62,121.3237
3402,53,12,3.96,50,2,41.5403,-122.9366,308,15,116,3661,41.480759,-122.179744,0,27,12,2020,1,48,1958,62,63.3674
3403,52,8,4.73,116,11,48.8878,-118.2105,149,139,119,1516,47.925056,-118.4726,0,27,12,2020,1,50,1978,42,108.7863
3404,691,2,80.62,126,2,38.046,-122.1866,198,9,180,12614,37.985585,-122.091754,0,27,12,2020,1,50,1959,61,10.6849
3405,508,2,66.06,52,10,37.7175,-112.4777,258,67,138,7514,36.903256,-112.114599,0,27,12,2020,1,58,1961,59,96.0658
3406,282,11,85.65,77,6,36.6704,-93.0377,1201,48,95,9844,37.522608,-93.431454,0,27,12,2020,2,2,1980,40,100.9911
3407,13,11,147.33,17,3,39.8854,-105.1139,92337,54,98,7691,40.744282,-104.917019,0,27,12,2020,2,3,1967,53,96.9511
3408,12,4,91.59,9,3,39.6662,-104.835,389246,133,62,14227,38.994365,-105.624452,0,27,12,2020,2,3,1969,51,100.951
3409,246,12,384.47,166,0,64.7556,-165.6723,145,1,47,853,64.935309,-164.952061,0,27,12,2020,2,4,1939,81,39.4732
3410,403,12,6.15,34,2,33.8419,-117.6043,233717,162,123,8894,34.400912,-116.888285,0,27,12,2020,2,4,1966,54,90.5978
3411,592,9,23.76,77,6,36.6704,-93.0377,1201,48,95,13358,36.58365,-92.169792,0,27,12,2020,2,7,1980,40,78.0484
3412,593,11,5.39,17,3,39.8854,-105.1139,92337,54,98,9587,39.012713,-104.738968,0,27,12,2020,2,7,1967,53,102.2388
3413,359,4,116.91,133,6,37.3272,-91.0243,241,81,159,10233,36.41173,-91.864922,0,27,12,2020,2,8,1974,46,126.3086
3414,360,2,90.89,41,8,35.9866,-106.0654,18408,71,97,1251,35.05023,-106.106407,0,27,12,2020,2,16,1972,48,104.1857
3415,94,4,140.33,158,10,38.9999,-109.615,46,141,128,2138,38.584142,-109.826151,0,27,12,2020,2,18,1987,33,49.7204
3416,316,4,100.95,47,7,41.366,-98.0054,1749,142,37,4805,41.286544,-98.413631,0,27,12,2020,2,19,1973,47,35.2149
3417,302,8,8.95,99,3,39.3199,-106.6596,61,121,23,6609,39.631012,-107.358183,0,27,12,2020,2,21,1939,81,69.2237
3418,217,4,60.06,53,2,33.9143,-118.3493,93193,43,104,12927,32.989346,-117.680936,0,27,12,2020,2,21,1995,25,120.0955
3419,64,4,106.17,45,12,43.0048,-108.8964,1645,63,148,13412,42.240324,-109.763662,0,27,12,2020,2,21,1976,44,110.7294
3420,130,4,129.27,91,9,43.921,-122.7806,1420,143,58,13830,44.033275,-122.852122,0,27,12,2020,2,22,1965,55,13.7337
3421,583,9,1.26,90,8,32.274,-104.0914,1925,46,149,3223,31.358385,-104.66812,0,27,12,2020,2,29,1952,68,115.477
3422,176,9,6.02,74,3,39.6171,-102.4776,207,103,24,4672,40.031049,-103.292225,0,27,12,2020,2,30,1955,65,83.4167
3423,645,4,132.22,18,6,40.029,-93.1607,602,37,71,11417,40.264039,-92.490136,0,27,12,2020,2,30,1954,66,62.7022
3424,601,12,4.14,56,7,40.4542,-98.6538,331,150,107,2435,41.447864,-99.273192,0,27,12,2020,2,30,1950,70,122.1219
3425,62,9,204.74,110,2,34.3795,-118.523,34882,69,143,3838,34.53507,-117.648823,0,27,12,2020,2,33,1971,49,81.9946
3426,183,2,47.74,108,7,40.201,-98.0684,732,152,70,4197,41.003524,-97.102126,0,27,12,2020,2,36,1956,64,120.9031
3427,395,4,103.71,95,12,42.73,-104.7024,241,46,86,2314,42.237207,-104.059459,0,27,12,2020,2,39,1980,40,76.0412
3428,229,2,72.47,23,7,40.2967,-98.737,493,141,69,2418,40.447663,-98.69851,0,27,12,2020,2,42,1940,80,17.1001
3429,332,2,75.34,143,2,34.0287,-118.4924,92043,26,142,4528,34.764044,-117.688958,0,27,12,2020,2,43,1961,59,110.0902
3430,345,4,125.81,44,2,40.7268,-124.2174,276,132,31,9617,40.825006,-123.533919,0,27,12,2020,2,44,1929,91,58.5789
3431,641,9,25.12,48,9,43.7857,-124.1437,260,55,4,2162,42.884749,-123.615248,0,27,12,2020,2,46,1956,64,108.9166
3432,359,4,115.15,169,2,40.3406,-120.2824,104,147,83,5467,40.206232,-120.009787,0,27,12,2020,2,47,1989,31,27.5343
3433,73,4,70.72,118,4,20.0271,-155.3697,1490,135,65,9193,19.032689,-155.835954,0,27,12,2020,2,47,1991,29,120.8881
3434,691,2,54.79,113,2,37.7878,-122.1884,381459,11,12,6148,38.011698,-123.080952,0,27,12,2020,2,47,1974,46,82.1763
3435,224,12,5.46,80,2,33.615,-117.7114,45303,129,127,10324,33.031567,-117.291122,0,27,12,2020,2,49,1969,51,75.7202
3436,349,8,17.97,20,11,46.1966,-118.9017,3684,100,169,5167,46.291834,-118.974345,0,27,12,2020,2,49,1981,39,11.9728
3437,291,3,55.45,67,11,47.4974,-122.0107,50489,108,167,6459,47.920107,-121.270158,0,27,12,2020,2,49,1984,36,72.6595
3438,268,4,95.88,79,12,41.6423,-104.1974,635,117,68,4530,40.982736,-103.935193,0,27,12,2020,2,50,1973,47,76.5399
3439,522,2,43.92,136,6,38.2911,-92.7059,1847,146,151,8808,37.490475,-92.579171,0,27,12,2020,2,53,1988,32,89.7173
3440,316,4,235.07,153,2,33.7467,-117.1721,54287,39,125,6604,34.202089,-117.105614,0,27,12,2020,2,55,1972,48,51.0067
3441,130,4,131.1,171,9,43.7575,-122.481,597,62,105,3488,43.575722,-123.254265,0,27,12,2020,2,58,1961,59,65.3992
3442,416,8,348.52,85,3,39.5994,-105.0044,320420,160,184,13112,39.225788,-104.244625,0,27,12,2020,3,2,1975,45,77.3701
3443,659,12,2.14,0,8,35.0561,-106.5506,641349,18,133,3096,34.942165,-107.5312,0,27,12,2020,3,3,1967,53,90.2131
3444,442,4,98.02,1,10,40.3207,-110.436,302,130,87,10438,39.478841,-110.554169,0,27,12,2020,3,3,1990,30,94.1516
3445,427,4,130.12,143,2,34.0287,-118.4924,92043,26,142,7547,34.848928,-119.200838,0,27,12,2020,3,5,1961,59,111.9778
3446,345,4,127.15,168,7,40.8731,-96.1528,1517,38,43,5354,40.565596,-95.846223,0,27,12,2020,3,5,1951,69,42.8568
3447,498,2,39.25,155,7,41.1558,-101.136,1789,79,54,13006,40.905956,-102.043545,0,27,12,2020,3,6,1982,38,81.0358
3448,119,2,56.97,7,11,46.7531,-121.9898,759,159,73,7878,46.363131,-121.434728,0,27,12,2020,3,8,1956,64,60.6752
3449,303,8,324.05,59,7,41.6964,-96.9858,1063,125,9,14196,41.812652,-96.499548,0,27,12,2020,3,12,1928,92,42.3562
3450,337,11,254.95,22,6,39.2048,-94.0259,464,30,163,3593,39.709895,-94.914155,0,27,12,2020,3,12,1959,61,94.7089
3451,217,4,34.74,37,8,35.7206,-108.0271,5662,74,40,6343,35.532097,-108.065053,0,27,12,2020,3,14,1989,31,21.2394
3452,157,2,101.49,141,2,33.0067,-117.069,1241364,20,28,2979,32.830827,-116.184826,0,27,12,2020,3,14,1959,61,84.8153
3453,269,8,37.58,21,11,48.4786,-122.3345,14871,119,50,9686,49.121374,-121.981511,0,27,12,2020,3,15,1974,46,76.0053
3454,241,4,104.02,25,2,40.507,-123.9743,1139,156,74,4031,41.430212,-123.893381,0,27,12,2020,3,16,1951,69,102.881
3455,131,12,167.13,43,2,38.5234,-120.6763,832,75,106,7658,38.739259,-120.366962,0,27,12,2020,3,19,1987,33,36.0294
3456,384,9,26.36,97,6,39.7795,-93.3014,964,157,132,481,40.460736,-92.523254,0,27,12,2020,3,21,1974,46,100.5773
3457,610,12,21.32,50,2,41.5403,-122.9366,308,15,116,8775,42.12805,-123.365755,0,27,12,2020,3,27,1958,62,74.4001
3458,87,4,204.98,20,11,46.1966,-118.9017,3684,100,169,2910,45.554693,-119.071559,0,27,12,2020,3,35,1981,39,72.5779
3459,367,11,5.27,99,3,39.3199,-106.6596,61,121,23,1549,39.98648,-107.604762,0,27,12,2020,3,35,1939,81,109.7316
3460,332,2,54.0,27,9,45.671,-121.8686,1288,12,2,8760,45.989271,-122.411797,0,27,12,2020,3,36,1936,84,54.9883
3461,415,4,95.2,161,6,39.7417,-93.6289,271,84,96,7467,39.865597,-92.943165,0,27,12,2020,3,36,1972,48,60.1768
3462,186,3,40.65,172,6,36.7651,-94.0492,760,118,185,5023,36.963174,-94.137645,0,27,12,2020,3,37,1985,35,23.3881
3463,354,8,49.49,20,11,46.1966,-118.9017,3684,100,169,1810,46.764498,-118.77077,0,27,12,2020,3,43,1981,39,63.9382
3464,244,9,162.65,164,11,45.6892,-122.6616,299480,149,7,922,46.175993,-123.395096,0,27,12,2020,3,45,1985,35,78.4071
3465,352,4,140.32,172,6,36.7651,-94.0492,760,118,185,1330,36.469973,-94.697707,0,27,12,2020,3,45,1985,35,66.5344
3466,622,2,49.08,121,3,39.5102,-104.7216,84861,93,49,3779,40.350385,-104.957267,0,27,12,2020,3,47,1932,88,95.5608
3467,43,2,70.13,28,6,38.7897,-93.8702,2368,47,92,8989,39.537857,-93.527189,0,27,12,2020,3,50,1989,31,88.2909
3468,626,9,14.73,107,2,38.4549,-122.2564,94014,6,120,3276,39.064682,-122.956445,0,27,12,2020,3,52,1985,35,91.004
3469,427,4,51.55,11,6,38.577,-90.5255,92608,53,150,4690,39.303925,-90.570927,0,27,12,2020,3,53,2001,19,80.9258
3470,277,12,6.76,44,2,40.7268,-124.2174,276,132,31,7047,41.137626,-124.136321,0,27,12,2020,3,55,1929,91,46.1867
3471,217,4,126.57,22,6,39.2048,-94.0259,464,30,163,1579,38.217924,-94.900927,0,27,12,2020,3,59,1959,61,133.438
3472,246,12,3.86,57,4,20.0827,-155.488,4878,111,15,5570,19.167279,-156.23115,0,27,12,2020,3,59,1966,54,128.1376
3473,72,11,2.48,74,3,39.6171,-102.4776,207,103,24,2691,39.205691,-102.766246,0,27,12,2020,4,0,1955,65,52.0352
3474,570,4,121.77,42,9,44.0385,-123.0614,191096,134,30,10765,45.005003,-122.837889,0,27,12,2020,4,4,1964,56,108.9212
3475,415,4,111.06,98,10,41.71,-111.9817,2078,132,66,1408,42.423281,-111.546176,0,27,12,2020,4,8,1963,57,87.0806
3476,604,11,22.98,13,2,39.8127,-120.6405,1725,19,154,9641,38.886496,-121.05918,0,27,12,2020,4,11,1967,53,109.0996
3477,389,2,50.5,172,6,36.7651,-94.0492,760,118,185,11633,36.692268,-94.120632,0,27,12,2020,4,12,1985,35,10.3011
3478,137,9,1.46,44,2,40.7268,-124.2174,276,132,31,3416,41.690806,-125.063464,0,27,12,2020,4,12,1929,91,128.4488
3479,494,4,168.43,124,1,33.5623,-112.0559,1312922,34,137,10431,32.60815,-111.890171,0,27,12,2020,4,13,1981,39,107.2142
3480,472,4,228.37,100,5,43.6498,-116.4306,84106,80,53,10182,44.134346,-116.349613,0,27,12,2020,4,16,1971,49,54.2685
3481,656,12,3.55,101,5,44.6255,-116.4493,129,17,79,2325,44.174444,-116.474093,0,27,12,2020,4,24,1965,55,50.1938
3482,316,4,124.52,116,11,48.8878,-118.2105,149,139,119,12874,49.35461,-118.201105,0,27,12,2020,4,24,1978,42,51.9114
3483,117,2,71.96,95,12,42.73,-104.7024,241,46,86,12348,43.0363,-103.938242,0,27,12,2020,4,24,1980,40,70.968
3484,21,9,5.15,168,7,40.8731,-96.1528,1517,38,43,7078,40.438698,-95.870762,0,27,12,2020,4,27,1951,69,53.8446
3485,434,8,7.6,141,2,33.0067,-117.069,1241364,110,0,9742,33.886157,-117.842461,0,27,12,2020,4,27,1960,60,121.296
3486,387,12,2.71,56,7,40.4542,-98.6538,331,150,107,8996,41.074346,-98.370015,0,27,12,2020,4,29,1950,70,72.9814
3487,518,2,48.95,166,0,64.7556,-165.6723,145,1,47,12624,65.180194,-166.101988,0,27,12,2020,4,30,1939,81,51.3587
3488,498,2,43.38,96,6,36.7154,-89.6287,1019,4,147,5385,36.633173,-90.510471,0,27,12,2020,4,32,1979,41,79.1686
3489,137,9,19.09,59,7,41.6964,-96.9858,1063,125,9,7024,42.276089,-96.676576,0,27,12,2020,4,33,1928,92,69.3403
3490,267,12,112.73,148,9,42.825,-124.4409,217,128,6,12471,42.245379,-124.917783,0,27,12,2020,4,34,1928,92,75.3699
3491,535,8,214.71,31,3,38.8881,-104.6556,525713,98,45,6354,39.333868,-104.124321,0,27,12,2020,4,34,1992,28,67.513
3492,303,8,6.0,129,3,38.2352,-104.66,151815,64,16,11305,38.864188,-104.397145,0,27,12,2020,4,35,1988,32,73.5808
3493,641,9,65.7,141,2,33.0067,-117.069,1241364,20,28,10325,32.944583,-116.861922,0,27,12,2020,4,40,1959,61,20.5143
3494,389,2,45.46,109,9,45.3099,-122.9685,28278,127,91,5788,44.831477,-122.174355,0,27,12,2020,4,41,1977,43,81.9706
3495,237,11,8.88,18,6,40.029,-93.1607,602,37,71,12453,39.662911,-94.06713,0,27,12,2020,4,47,1954,66,87.437
3496,394,4,83.93,136,6,38.2911,-92.7059,1847,146,151,3355,39.158861,-92.458612,0,27,12,2020,4,49,1988,32,98.8464
3497,442,4,101.3,25,2,40.507,-123.9743,1139,156,74,9342,41.157504,-123.330592,0,27,12,2020,4,50,1951,69,90.3599
3498,479,3,73.21,135,12,41.606,-109.23,27971,99,3,7318,42.589245,-109.009384,0,27,12,2020,4,51,1984,36,110.8366
3499,282,11,3.49,137,7,40.4591,-98.5551,463,105,182,9231,40.510011,-99.402844,0,27,12,2020,4,57,1948,72,71.9189
3500,144,12,6.74,23,7,40.2967,-98.737,493,141,69,7474,40.712365,-98.960651,0,27,12,2020,5,0,1940,80,49.9382
3501,281,8,6.26,96,6,36.7154,-89.6287,1019,4,147,9971,36.796296,-88.901988,0,27,12,2020,5,1,1979,41,65.3635
3502,444,2,86.97,80,2,33.615,-117.7114,45303,129,127,4572,33.788354,-118.44923,0,27,12,2020,5,3,1969,51,70.9242
3503,354,8,142.21,46,12,43.0172,-111.0292,471,45,10,1216,42.693208,-110.082086,0,27,12,2020,5,6,1967,53,85.1946
3504,638,9,3.7,85,3,39.5994,-105.0044,320420,160,184,11881,39.172202,-104.015595,0,27,12,2020,5,8,1975,45,97.354
3505,530,3,39.7,5,6,38.4305,-90.387,35439,84,181,4015,38.952935,-90.990324,0,27,12,2020,5,8,1985,35,78.2078
3506,117,2,53.33,155,7,41.1558,-101.136,1789,79,54,3510,41.118619,-101.953303,0,27,12,2020,5,9,1982,38,68.5695
3507,522,2,83.24,77,6,36.6704,-93.0377,1201,48,95,2999,35.753707,-92.731805,0,27,12,2020,5,9,1980,40,105.5612
3508,394,4,152.29,55,8,32.9396,-105.8189,899,102,175,6631,32.871071,-105.999122,0,27,12,2020,5,13,1967,53,18.4699
3509,499,0,2.77,89,6,39.4336,-91.0664,4593,148,57,4276,39.373621,-90.773932,0,27,12,2020,5,14,1940,80,25.9987
3510,392,11,97.06,26,7,42.277,-97.1926,566,96,146,13272,42.27692,-97.702583,0,27,12,2020,5,16,1975,45,41.9579
3511,589,3,52.92,142,2,37.3304,-121.7913,973849,67,94,3803,36.94515,-122.340227,0,27,12,2020,5,18,1997,23,64.8283
3512,483,12,136.88,50,2,41.5403,-122.9366,308,15,116,5842,41.101278,-122.549619,0,27,12,2020,5,18,1958,62,58.5445
3513,193,11,1.21,14,6,38.5319,-93.9221,467,5,153,4411,38.807096,-93.201488,0,27,12,2020,5,19,1950,70,69.6438
3514,513,9,7.31,92,6,40.4931,-91.8912,519,158,63,3258,40.864513,-91.361397,0,27,12,2020,5,20,1966,54,60.841
3515,602,4,145.96,29,2,34.1092,-117.7183,35705,162,76,2851,34.559224,-117.646842,0,27,12,2020,5,20,1956,64,50.4687
3516,428,4,215.56,174,10,40.8874,-111.9027,13983,79,72,13389,41.376825,-111.132969,0,27,12,2020,5,23,1979,41,84.3651
3517,328,4,221.29,154,1,33.2887,-111.0985,2872,109,165,6556,32.821983,-111.622185,0,27,12,2020,5,23,1987,33,71.2408
3518,354,8,41.62,51,2,41.6125,-122.5258,589,143,122,9917,42.43767,-121.987322,0,27,12,2020,5,23,1945,75,101.9666
3519,214,9,74.33,153,2,33.7467,-117.1721,54287,39,125,9737,33.36278,-116.611871,0,27,12,2020,5,26,1972,48,67.2119
3520,162,2,79.11,64,3,40.7692,-103.0968,648,32,121,5305,40.833982,-103.437375,0,27,12,2020,5,28,1969,51,29.558
3521,673,9,39.45,45,12,43.0048,-108.8964,1645,63,148,1338,42.167519,-108.345621,0,27,12,2020,5,29,1976,44,103.4455
3522,241,4,191.99,164,11,45.6892,-122.6616,299480,149,7,5021,46.147404,-122.27264,0,27,12,2020,5,30,1985,35,59.1709
3523,416,8,2.82,63,0,65.6899,-156.292,277,52,34,10114,65.567273,-155.99401,0,27,12,2020,5,31,1965,55,19.3101
3524,563,4,188.39,135,12,41.606,-109.23,27971,99,3,7722,41.039087,-110.065253,0,27,12,2020,5,32,1984,36,94.0143
3525,196,4,125.24,148,9,42.825,-124.4409,217,128,6,6585,42.015625,-125.326846,0,27,12,2020,5,34,1928,92,115.7069
3526,241,4,73.73,158,10,38.9999,-109.615,46,141,128,12388,39.055376,-110.045083,0,27,12,2020,5,36,1987,33,37.6596
3527,13,11,2.33,98,10,41.71,-111.9817,2078,132,66,60,42.180375,-111.584897,0,27,12,2020,5,37,1963,57,61.7463
3528,466,4,210.46,154,1,33.2887,-111.0985,2872,109,165,12975,32.771911,-110.649167,0,27,12,2020,5,41,1987,33,71.111
3529,20,4,118.75,132,8,36.6659,-105.4694,606,140,33,13796,37.111648,-105.105202,0,27,12,2020,5,43,1988,32,59.2094
3530,625,2,51.83,70,2,37.7773,-119.0825,633,70,46,11020,38.032168,-118.200948,0,27,12,2020,5,46,1927,93,82.3725
3531,242,3,38.15,41,8,35.9866,-106.0654,18408,71,97,4553,35.042805,-106.08487,0,27,12,2020,5,48,1972,48,104.96
3532,156,9,1.87,128,9,44.2415,-121.0113,2016,89,145,13239,44.094669,-121.130902,0,27,12,2020,5,49,1953,67,18.9095
3533,25,4,65.85,116,11,48.8878,-118.2105,149,139,119,10698,48.765842,-117.958571,0,27,12,2020,5,51,1978,42,22.8914
3534,626,9,164.29,21,11,48.4786,-122.3345,14871,119,50,7631,49.12856,-123.122029,0,27,12,2020,5,53,1974,46,92.4645
3535,459,4,191.43,84,12,41.4247,-105.4781,35371,112,11,13987,40.942649,-106.455794,0,27,12,2020,5,54,1988,32,97.8124
3536,463,2,76.08,105,6,40.1362,-95.2138,1631,7,110,5794,40.644596,-94.593811,0,27,12,2020,5,58,1953,67,77.154
3537,676,9,1.18,159,2,38.2427,-122.9145,337,107,26,13579,39.209112,-123.620366,0,27,12,2020,5,58,1954,66,123.6804
3538,571,11,6.52,25,2,40.507,-123.9743,1139,156,74,8217,41.141127,-123.269624,0,27,12,2020,5,59,1951,69,92.1278
3539,522,2,52.34,20,11,46.1966,-118.9017,3684,100,169,2014,46.073508,-119.082843,0,27,12,2020,6,0,1981,39,19.5489
3540,521,9,2.78,7,11,46.7531,-121.9898,759,159,73,1593,47.131419,-122.907353,0,27,12,2020,6,0,1956,64,81.3738
3541,43,2,71.27,112,2,33.9056,-118.0818,105549,61,126,828,34.676603,-117.366186,0,27,12,2020,6,2,1973,47,108.0357
3542,73,4,83.65,58,7,41.6414,-96.5232,1745,49,152,10218,40.668201,-97.037502,0,27,12,2020,6,4,1973,47,116.466
3543,447,4,97.13,97,6,39.7795,-93.3014,964,157,132,4226,39.379544,-93.019522,0,27,12,2020,6,6,1974,46,50.6107
3544,442,4,68.15,104,8,34.9889,-106.0609,7268,153,20,13087,34.633603,-106.812098,0,27,12,2020,6,13,1988,32,79.1459
3545,389,2,54.61,137,7,40.4591,-98.5551,463,105,182,5190,39.958161,-99.188312,0,27,12,2020,6,15,1948,72,77.4213
3546,427,4,75.39,136,6,38.2911,-92.7059,1847,146,151,5018,38.834779,-92.446918,0,27,12,2020,6,15,1988,32,64.5116
3547,593,11,7.63,159,2,38.2427,-122.9145,337,107,26,7470,38.392791,-122.805803,0,27,12,2020,6,22,1954,66,19.1953
3548,448,8,1.17,168,7,40.8731,-96.1528,1517,38,43,12402,41.447426,-96.193702,0,27,12,2020,6,23,1951,69,63.9539
